123.050000	123.050000	S
124.390000	124.390000	S
125.650000	125.650000	S
126.770000	126.770000	S
127.990000	127.990000	S
129.230000	129.230000	S
130.390000	130.390000	S
131.630000	131.630000	S
132.870000	132.870000	S
134.170000	134.170000	S
135.490000	135.490000	S
136.880000	136.880000	S
138.160000	138.160000	S
139.380000	139.380000	S
140.540000	140.540000	S
141.820000	141.820000	S
143.050000	143.050000	S
144.300000	144.300000	S
145.710000	145.710000	S
146.870000	146.870000	S
148.130000	148.130000	S
149.400000	149.400000	S
150.550000	150.550000	S
151.840000	151.840000	S
153.160000	153.160000	S
154.510000	154.510000	S
155.710000	155.710000	S
156.910000	156.910000	S
158.160000	158.160000	S
159.350000	159.350000	S
160.630000	160.630000	S
161.940000	161.940000	S
163.140000	163.140000	S
164.320000	164.320000	S
165.460000	165.460000	S
166.660000	166.660000	S
167.750000	167.750000	S
168.900000	168.900000	S
170.200000	170.200000	S
171.570000	171.570000	S
172.870000	172.870000	S
174.170000	174.170000	S
175.460000	175.460000	S
176.550000	176.550000	S
177.710000	177.710000	S
178.980000	178.980000	S
180.190000	180.190000	S
181.600000	181.600000	S
182.930000	182.930000	S
184.270000	184.270000	S
185.540000	185.540000	S
186.730000	186.730000	S
188.040000	188.040000	S
189.320000	189.320000	S
190.500000	190.500000	S
191.810000	191.810000	S
193.160000	193.160000	S
194.300000	194.300000	S
195.570000	195.570000	S
196.750000	196.750000	S
197.960000	197.960000	S
199.730000	199.730000	S
201.020000	201.020000	S
202.240000	202.240000	S
203.580000	203.580000	S
204.860000	204.860000	S
206.120000	206.120000	S
207.380000	207.380000	S
208.560000	208.560000	S
209.900000	209.900000	S
211.180000	211.180000	S
212.550000	212.550000	S
213.950000	213.950000	S
215.180000	215.180000	S
216.510000	216.510000	S
217.810000	217.810000	S
218.990000	218.990000	S
220.180000	220.180000	S
221.340000	221.340000	S
222.590000	222.590000	S
223.890000	223.890000	S
225.200000	225.200000	S
226.540000	226.540000	S
227.870000	227.870000	S
229.020000	229.020000	S
230.170000	230.170000	S
231.490000	231.490000	S
232.750000	232.750000	S
233.990000	233.990000	S
235.220000	235.220000	S
236.610000	236.610000	S
237.800000	237.800000	S
239.090000	239.090000	S
240.380000	240.380000	S
241.700000	241.700000	S
242.940000	242.940000	S
244.260000	244.260000	S
245.640000	245.640000	S
246.990000	246.990000	S
248.320000	248.320000	S
249.530000	249.530000	S
250.750000	250.750000	S
251.980000	251.980000	S
253.170000	253.170000	S
254.350000	254.350000	S
255.650000	255.650000	S
256.900000	256.900000	S
258.140000	258.140000	S
259.300000	259.300000	S
260.500000	260.500000	S
261.760000	261.760000	S
263.040000	263.040000	S
264.320000	264.320000	S
265.570000	265.570000	S
266.810000	266.810000	S
268.020000	268.020000	S
269.240000	269.240000	S
270.420000	270.420000	S
271.720000	271.720000	S
273.030000	273.030000	S
274.160000	274.160000	S
275.370000	275.370000	S
276.520000	276.520000	S
277.660000	277.660000	S
278.950000	278.950000	S
280.200000	280.200000	S
281.480000	281.480000	S
282.780000	282.780000	S
283.920000	283.920000	S
285.080000	285.080000	S
286.280000	286.280000	S
287.520000	287.520000	S
288.750000	288.750000	S
290.010000	290.010000	S
291.400000	291.400000	S
292.690000	292.690000	S
293.960000	293.960000	S
295.270000	295.270000	S
296.510000	296.510000	S
297.770000	297.770000	S
299.100000	299.100000	S
300.300000	300.300000	S
301.530000	301.530000	S
302.850000	302.850000	S
303.990000	303.990000	S
305.270000	305.270000	S
306.460000	306.460000	S
307.680000	307.680000	S
308.760000	308.760000	S
309.870000	309.870000	S
311.190000	311.190000	S
312.530000	312.530000	S
313.730000	313.730000	S
314.840000	314.840000	S
315.980000	315.980000	S
317.190000	317.190000	S
318.400000	318.400000	S
319.600000	319.600000	S
320.770000	320.770000	S
322.020000	322.020000	S
323.300000	323.300000	S
324.600000	324.600000	S
326.130000	326.130000	S
327.530000	327.530000	S
328.650000	328.650000	S
329.790000	329.790000	S
331.140000	331.140000	S
332.410000	332.410000	S
333.740000	333.740000	S
335.060000	335.060000	S
336.450000	336.450000	S
337.760000	337.760000	S
339.060000	339.060000	S
340.320000	340.320000	S
341.640000	341.640000	S
342.920000	342.920000	S
344.120000	344.120000	S
345.330000	345.330000	S
346.610000	346.610000	S
347.900000	347.900000	S
349.220000	349.220000	S
350.350000	350.350000	S
351.720000	351.720000	S
352.900000	352.900000	S
354.090000	354.090000	S
355.460000	355.460000	S
356.790000	356.790000	S
358.200000	358.200000	S
359.630000	359.630000	S
361.000000	361.000000	S
362.390000	362.390000	S
363.760000	363.760000	S
365.050000	365.050000	S
366.320000	366.320000	S
367.650000	367.650000	S
368.990000	368.990000	S
370.420000	370.420000	S
371.800000	371.800000	S
373.110000	373.110000	S
374.460000	374.460000	S
375.840000	375.840000	S
377.130000	377.130000	S
378.460000	378.460000	S
379.700000	379.700000	S
381.050000	381.050000	S
382.390000	382.390000	S
383.650000	383.650000	S
385.030000	385.030000	S
386.480000	386.480000	S
387.910000	387.910000	S
389.270000	389.270000	S
390.740000	390.740000	S
391.930000	391.930000	S
393.190000	393.190000	S
394.500000	394.500000	S
395.810000	395.810000	S
397.120000	397.120000	S
398.450000	398.450000	S
399.780000	399.780000	S
401.050000	401.050000	S
402.320000	402.320000	S
403.760000	403.760000	S
404.920000	404.920000	S
406.140000	406.140000	S
407.430000	407.430000	S
408.650000	408.650000	S
410.000000	410.000000	S
411.290000	411.290000	S
412.440000	412.440000	S
413.620000	413.620000	S
414.830000	414.830000	S
416.140000	416.140000	S
417.440000	417.440000	S
418.690000	418.690000	S
419.910000	419.910000	S
421.090000	421.090000	S
422.330000	422.330000	S
423.560000	423.560000	S
424.950000	424.950000	S
426.160000	426.160000	S
427.330000	427.330000	S
428.580000	428.580000	S
429.880000	429.880000	S
431.200000	431.200000	S
432.490000	432.490000	S
433.760000	433.760000	S
434.920000	434.920000	S
436.140000	436.140000	S
437.320000	437.320000	S
438.650000	438.650000	S
439.920000	439.920000	S
441.190000	441.190000	S
442.550000	442.550000	S
443.960000	443.960000	S
445.270000	445.270000	S
446.680000	446.680000	S
448.070000	448.070000	S
449.230000	449.230000	S
450.450000	450.450000	S
451.790000	451.790000	S
453.260000	453.260000	S
454.640000	454.640000	S
455.940000	455.940000	S
457.260000	457.260000	S
458.760000	458.760000	S
460.050000	460.050000	S
461.400000	461.400000	S
462.670000	462.670000	S
464.010000	464.010000	S
465.360000	465.360000	S
466.510000	466.510000	S
467.640000	467.640000	S
468.860000	468.860000	S
470.100000	470.100000	S
471.380000	471.380000	S
472.720000	472.720000	S
473.900000	473.900000	S
475.170000	475.170000	S
476.470000	476.470000	S
477.730000	477.730000	S
479.070000	479.070000	S
480.390000	480.390000	S
481.590000	481.590000	S
482.910000	482.910000	S
484.210000	484.210000	S
485.410000	485.410000	S
486.630000	486.630000	S
487.800000	487.800000	S
489.000000	489.000000	S
490.340000	490.340000	S
491.710000	491.710000	S
492.990000	492.990000	S
494.370000	494.370000	S
495.730000	495.730000	S
496.960000	496.960000	S
498.140000	498.140000	S
499.310000	499.310000	S
500.530000	500.530000	S
501.700000	501.700000	S
502.960000	502.960000	S
504.130000	504.130000	S
505.450000	505.450000	S
506.850000	506.850000	S
508.300000	508.300000	S
509.600000	509.600000	S
510.820000	510.820000	S
512.010000	512.010000	S
513.300000	513.300000	S
514.460000	514.460000	S
515.760000	515.760000	S
517.050000	517.050000	S
518.200000	518.200000	S
519.470000	519.470000	S
520.690000	520.690000	S
521.906375	521.906375	
